paragraph_index,original_iast,aksharamukha_output,sanscript_output
215,"yad evaikādaśe yat-kāya eṣa bhuvana-traya-sanniveśaḥ [bhā.pu. 11.4.4] ity ādau, jñānaṁ svata ity atra ṭīkā-kṛn-mataṁ yasya svarūpa-bhūtāt sattvāt tanu-bhṛtāṁ jñānam ity anena, tathā paro-rajaḥ savitur jāta-vedā devasya bhargaḥ [bhā.pu. 5.7.14] ity-ādau śrī-bharata-jāpye tan-mataṁ paro-rajaḥ rajasaḥ prakṛteḥ paraṁ śuddha-sattvātmakam ity ādinā, ata eva prākṛtāḥ sattvādayo guṇā jīvasyaiva, na tv īśasyeti śrūyate | ","यद् एवैकादशे यत्काय एष भुवनत्रयसन्निवेशः [भा.पु. ११.४.४] इत्य् आदौ, ज्ञानं स्वत इत्य् अत्र टीकाकृन्मतं यस्य स्वरूपभूतात् सत्त्वात् तनुभृतां ज्ञानम् इत्य् अनेन, तथा परोरजः सवितुर् जातवेदा देवस्य भर्गः [भा.पु. ५.७.१४] इत्यादौ श्रीभरतजाप्ये तन्मतं परोरजः रजसः प्रकृतेः परं शुद्धसत्त्वात्मकम् इत्य् आदिना, अत एव प्राकृताः सत्त्वादयो गुणा जीवस्यैव, न त्व् ईशस्येति श्रूयते । ","यद् एवैकादशे यत्काय एष भुवनत्रयसन्निवेशः [भा.पु. ११.४.४] इत्य् आदौ, ज्ञानꣳ स्वत इत्य् अत्र टीकाकृन्मतꣳ यस्य स्वरूपभूतात् सत्त्वात् तनुभृताꣳ ज्ञानम् इत्य् अनेन, तथा परोरजः सवितुर् जातवेदा देवस्य भर्गः [भा.पु. ५.७.१४] इत्यादौ श्रीभरतजाप्ये तन्मतꣳ परोरजः रजसः प्रकृतेः परꣳ शुद्धसत्त्वात्मकम् इत्य् आदिना, अत एव प्राकृताः सत्त्वादयो गुणा जीवस्यैव, न त्व् ईशस्येति श्रूयते । "
216,athaikādaśe sattvaṁ rajas tama iti guṇā jīvasya naiva me [bhā.pu. 11.25.12] iti | śrī-bhagavad-upaniṣatsu ca—,अथैकादशे सत्त्वं रजस् तम इति गुणा जीवस्य नैव मे [भा.पु. ११.२५.१२] इति । श्रीभगवदुपनिषत्सु च—,अथैकादशे सत्त्वꣳ रजस् तम इति गुणा जीवस्य नैव मे [भा.पु. ११.२५.१२] इति । श्रीभगवदुपनिषत्सु च—
218,matta eveti tān viddhi na tv ahaṁ teṣu te mayi ||,मत्त एवेति तान् विद्धि न त्व् अहं तेषु ते मयि ॥,मत्त एवेति तान् विद्धि न त्व् अहꣳ तेषु ते मयि ॥
219,tribhir guṇa-mayair bhāvair ebhiḥ sarvam idaṁ jagat |,त्रिभिर् गुणमयैर् भावैर् एभिः सर्वम् इदं जगत् ।,त्रिभिर् गुणमयैर् भावैर् एभिः सर्वम् इदꣳ जगत् ।
220,mohitaṁ nābhijānāti mām ebhyaḥ param avyayam ||,मोहितं नाभिजानाति माम् एभ्यः परम् अव्ययम् ॥,मोहितꣳ नाभिजानाति माम् एभ्यः परम् अव्ययम् ॥
222,mām eva ye prapadyante māyām etāṁ taranti te || [gītā 7.12-4] iti |,माम् एव ये प्रपद्यन्ते मायाम् एतां तरन्ति ते ॥ [गीता ७.१२-४] इति ।,माम् एव ये प्रपद्यन्ते मायाम् एताꣳ तरन्ति ते ॥ [गीता ७.१२-४] इति ।
225,sa sarva-dṛg upadraṣṭā taṁ bhajan nirguṇo bhavet || [bhā.pu. 10.88.5] iti |,स सर्वदृग् उपद्रष्टा तं भजन् निर्गुणो भवेत् ॥ [भा.पु. १०.८८.५] इति ।,स सर्वदृग् उपद्रष्टा तꣳ भजन् निर्गुणो भवेत् ॥ [भा.पु. १०.८८.५] इति ।
229,atra prākṛtā iti viśiṣyāprākṛtās tv anye guṇās tasmin santy eveti vyañjitaṁ tatraiva | ,अत्र प्राकृता इति विशिष्याप्राकृतास् त्व् अन्ये गुणास् तस्मिन् सन्त्य् एवेति व्यञ्जितं तत्रैव । ,अत्र प्राकृता इति विशिष्याप्राकृतास् त्व् अन्ये गुणास् तस्मिन् सन्त्य् एवेति व्यञ्जितꣳ तत्रैव । 
230,hlādinī sandhinī saṁvit tvayy ekā sarva-saṁśraye |,ह्लादिनी सन्धिनी संवित् त्वय्य् एका सर्वसंश्रये ।,ह्लादिनी सन्धिनी सꣳवित् त्वय्य् एका सर्वसꣳश्रये ।
233,viśuddha-sattvaṁ tava dhāma śāntaṁ,विशुद्धसत्त्वं तव धाम शान्तं,विशुद्धसत्त्वꣳ तव धाम शान्तꣳ
234,tapomayaṁ dhvasta-rajas-tamaskam |,तपोमयं ध्वस्तरजस्तमस्कम् ।,तपोमयꣳ ध्वस्तरजस्तमस्कम् ।
235,māyāmayo’yaṁ guṇa-saṁpravāho,मायामयोऽयं गुणसंप्रवाहो,मायामयोऽयꣳ गुणसꣳप्रवाहो
237,"ayam arthaḥ—dhāma svarūpa-bhūta-prakāśa-śaktiḥ | viśuddhatvam āha viśeṣaṇa-dvayena | dhvasta-rajas-tamaskaṁ tapo-mayam iti ca | tapo’tra jñānaṁ, sa tapo’tapyata [tai.u. 2.6, bṛ.ā.u. 1.2.6] iti śruteḥ | tapo-mayaṁ pracura-jñāna-svarūpam, jāḍyāṁśenāpi rahitam ity arthaḥ | ātmā jñāna-mayaḥ śuddhaḥ [bhā.pu. 10.47.31] itivat | ataḥ prākṛta-sattvam api vyāvṛttam | ata eva māyā-mayo’yaṁ sattvādi-guṇa-pravāhas te tava na vidyate, yato’sāv ajñānenaivānubandha iti |","अयम् अर्थः—धाम स्वरूपभूतप्रकाशशक्तिः । विशुद्धत्वम् आह विशेषणद्वयेन । ध्वस्तरजस्तमस्कं तपोमयम् इति च । तपोऽत्र ज्ञानं, स तपोऽतप्यत [तै.उ. २.६, बृ.आ.उ. १.२.६] इति श्रुतेः । तपोमयं प्रचुरज्ञानस्वरूपम्, जाड्यांशेनापि रहितम् इत्य् अर्थः । आत्मा ज्ञानमयः शुद्धः [भा.पु. १०.४७.३१] इतिवत् । अतः प्राकृतसत्त्वम् अपि व्यावृत्तम् । अत एव मायामयोऽयं सत्त्वादिगुणप्रवाहस् ते तव न विद्यते, यतोऽसाव् अज्ञानेनैवानुबन्ध इति ।","अयम् अर्थः—धाम स्वरूपभूतप्रकाशशक्तिः । विशुद्धत्वम् आह विशेषणद्वयेन । ध्वस्तरजस्तमस्कꣳ तपोमयम् इति च । तपोऽत्र ज्ञानꣳ, स तपोऽतप्यत [तै.उ. २.६, बृ.आ.उ. १.२.६] इति श्रुतेः । तपोमयꣳ प्रचुरज्ञानस्वरूपम्, जाड्याꣳशेनापि रहितम् इत्य् अर्थः । आत्मा ज्ञानमयः शुद्धः [भा.पु. १०.४७.३१] इतिवत् । अतः प्राकृतसत्त्वम् अपि व्यावृत्तम् । अत एव मायामयोऽयꣳ सत्त्वादिगुणप्रवाहस् ते तव न विद्यते, यतोऽसाव् अज्ञानेनैवानुबन्ध इति ।"
238,ata eva śrī-bhagavantaṁ prati brahmādīnāṁ sa-yuktikam—,अत एव श्रीभगवन्तं प्रति ब्रह्मादीनां सयुक्तिकम्—,अत एव श्रीभगवन्तꣳ प्रति ब्रह्मादीनाꣳ सयुक्तिकम्—
239,sattvaṁ viśuddhaṁ śrayate bhavān sthitau,सत्त्वं विशुद्धं श्रयते भवान् स्थितौ,सत्त्वꣳ विशुद्धꣳ श्रयते भवान् स्थितौ
240,śarīriṇāṁ śreya-upāyanaṁ vapuḥ |,शरीरिणां श्रेयौपायनं वपुः ।,शरीरिणाꣳ श्रेयौपायनꣳ वपुः ।
242,tavārhaṇaṁ yena janaḥ samīhate ||,तवार्हणं येन जनः समीहते ॥,तवार्हणꣳ येन जनः समीहते ॥
243,sattvaṁ na ced dhātar idaṁ nijaṁ bhaved,सत्त्वं न चेद् धातर् इदं निजं भवेद्,सत्त्वꣳ न चेद् धातर् इदꣳ निजꣳ भवेद्
247,ayam arthaḥ—sattvaṁ tena prakāśamānatvāt tad-abhinnatayā rūpitaṁ vapur bhavān śrayate prakaṭayati | kathambhūtaṁ sattvaṁ ? viśuddham | anyasya rajas-tamobhyām amiśrasyāpi prākṛtatvena jāḍyāṁśa-saṁvalitatvān na viśeṣeṇa śuddhatvam | etat tu svarūpa-śakty-ātmatvena tad-aṁśasyāpy asparśād atīva śuddham ity arthaḥ | ,अयम् अर्थः—सत्त्वं तेन प्रकाशमानत्वात् तदभिन्नतया रूपितं वपुर् भवान् श्रयते प्रकटयति । कथम्भूतं सत्त्वं ? विशुद्धम् । अन्यस्य रजस्तमोभ्याम् अमिश्रस्यापि प्राकृतत्वेन जाड्यांशसंवलितत्वान् न विशेषेण शुद्धत्वम् । एतत् तु स्वरूपशक्त्यात्मत्वेन तदंशस्याप्य् अस्पर्शाद् अतीव शुद्धम् इत्य् अर्थः । ,अयम् अर्थः—सत्त्वꣳ तेन प्रकाशमानत्वात् तदभिन्नतया रूपितꣳ वपुर् भवान् श्रयते प्रकटयति । कथम्भूतꣳ सत्त्वꣳ ? विशुद्धम् । अन्यस्य रजस्तमोभ्याम् अमिश्रस्यापि प्राकृतत्वेन जाड्याꣳशसꣳवलितत्वान् न विशेषेण शुद्धत्वम् । एतत् तु स्वरूपशक्त्यात्मत्वेन तदꣳशस्याप्य् अस्पर्शाद् अतीव शुद्धम् इत्य् अर्थः । 
248,"kim arthaṁ śraye ? śarīriṇāṁ sthitau, nija-caraṇāravinde manaḥ-sthairyāya sarvatra bhakti-sukha-dānasyaiva tvadīya-mukhya-prayojanatvād iti bhāvaḥ, bhakti-yoga-vidhānārtham [bhā.pu. 1.8.19] iti śrī-kuntī-vākyāt |","किम् अर्थं श्रये ? शरीरिणां स्थितौ, निजचरणारविन्दे मनःस्थैर्याय सर्वत्र भक्तिसुखदानस्यैव त्वदीयमुख्यप्रयोजनत्वाद् इति भावः, भक्तियोगविधानार्थम् [भा.पु. १.८.१९] इति श्रीकुन्तीवाक्यात् ।","किम् अर्थꣳ श्रये ? शरीरिणाꣳ स्थितौ, निजचरणारविन्दे मनःस्थैर्याय सर्वत्र भक्तिसुखदानस्यैव त्वदीयमुख्यप्रयोजनत्वाद् इति भावः, भक्तियोगविधानार्थम् [भा.पु. १.८.१९] इति श्रीकुन्तीवाक्यात् ।"
249,"katham-bhūtaṁ vapuḥ ? śreyasāṁ sarveṣāṁ puruṣārthānām upāyanam āśrayam | nityānanda-paramānanda-rūpam ity arthaḥ | ato vapuṣas tava ca bheda-nirdeśo’yam aupacārika eveti bhāvaḥ | ata eva yena vapuṣā, yad-vapur-ālambanenaiva janas tavārhaṇaṁ pūjāṁ karoti | kaiḥ sādhanaiḥ ? vedādibhis tvad-ālambakair ity arthaḥ | sādhanais tv arpitair eva tvad-arhaṇa-prāyatāsiddhāv api vapuṣo’napekṣatvāt | ","कथम्भूतं वपुः ? श्रेयसां सर्वेषां पुरुषार्थानाम् उपायनम् आश्रयम् । नित्यानन्दपरमानन्दरूपम् इत्य् अर्थः । अतो वपुषस् तव च भेदनिर्देशोऽयम् औपचारिक एवेति भावः । अत एव येन वपुषा, यद्वपुरालम्बनेनैव जनस् तवार्हणं पूजां करोति । कैः साधनैः ? वेदादिभिस् त्वदालम्बकैर् इत्य् अर्थः । साधनैस् त्व् अर्पितैर् एव त्वदर्हणप्रायतासिद्धाव् अपि वपुषोऽनपेक्षत्वात् । ","कथम्भूतꣳ वपुः ? श्रेयसाꣳ सर्वेषाꣳ पुरुषार्थानाम् उपायनम् आश्रयम् । नित्यानन्दपरमानन्दरूपम् इत्य् अर्थः । अतो वपुषस् तव च भेदनिर्देशोऽयम् औपचारिक एवेति भावः । अत एव येन वपुषा, यद्वपुरालम्बनेनैव जनस् तवार्हणꣳ पूजाꣳ करोति । कैः साधनैः ? वेदादिभिस् त्वदालम्बकैर् इत्य् अर्थः । साधनैस् त्व् अर्पितैर् एव त्वदर्हणप्रायतासिद्धाव् अपि वपुषोऽनपेक्षत्वात् । "
250,"tādṛśa-vapuḥ-prakāśa-hetutvena svarūpātmakatvaṁ spaṣṭayanti—he dhātaś ! ced yadi idaṁ sattvaṁ yat tava nijaṁ vijñānam anubhavaḥ, tadātmikā sva-prakāśatā-śaktir ity arthaḥ, tan na bhavet, tarhi tv ajñāna-bhidā sva-prakāśasya tavānubhava-prakāra eva mārjanaṁ śuddhim avāpa | saiva jagati paryavasīyate, na tu tavānubhava-leśo’pīty arthaḥ | ","तादृशवपुःप्रकाशहेतुत्वेन स्वरूपात्मकत्वं स्पष्टयन्ति—हे धातश् ! चेद् यदि इदं सत्त्वं यत् तव निजं विज्ञानम् अनुभवः, तदात्मिका स्वप्रकाशताशक्तिर् इत्य् अर्थः, तन् न भवेत्, तर्हि त्व् अज्ञानभिदा स्वप्रकाशस्य तवानुभवप्रकार एव मार्जनं शुद्धिम् अवाप । सैव जगति पर्यवसीयते, न तु तवानुभवलेशोऽपीत्य् अर्थः । ","तादृशवपुःप्रकाशहेतुत्वेन स्वरूपात्मकत्वꣳ स्पष्टयन्ति—हे धातश् ! चेद् यदि इदꣳ सत्त्वꣳ यत् तव निजꣳ विज्ञानम् अनुभवः, तदात्मिका स्वप्रकाशताशक्तिर् इत्य् अर्थः, तन् न भवेत्, तर्हि त्व् अज्ञानभिदा स्वप्रकाशस्य तवानुभवप्रकार एव मार्जनꣳ शुद्धिम् अवाप । सैव जगति पर्यवसीयते, न तु तवानुभवलेशोऽपीत्य् अर्थः । "
251,"nanu prākṛta-sattva-guṇenaiṣa bhavatu, kiṁ nijena ? ity āha—prākṛta-guṇa-prakāśair bhavān kevalam anumīyate, na tu sākṣātkriyata ity arthaḥ | athavā, tava vijñāna-rūpam ajñāna-bhidāyā apamārjanaṁ ca yan nijaṁ sattvaṁ, tad yadi na bhaven nāvirbhavati, tadaiva prākṛta-sattvādi-guṇa-prakāśair bhavān anumīyate, tvan-nija-sattāvirbhāveṇa tu sākṣāt-kriyata evety arthaḥ | ","ननु प्राकृतसत्त्वगुणेनैष भवतु, किं निजेन ? इत्य् आह—प्राकृतगुणप्रकाशैर् भवान् केवलम् अनुमीयते, न तु साक्षात्क्रियत इत्य् अर्थः । अथवा, तव विज्ञानरूपम् अज्ञानभिदाया अपमार्जनं च यन् निजं सत्त्वं, तद् यदि न भवेन् नाविर्भवति, तदैव प्राकृतसत्त्वादिगुणप्रकाशैर् भवान् अनुमीयते, त्वन्निजसत्ताविर्भावेण तु साक्षात्क्रियत एवेत्य् अर्थः । ","ननु प्राकृतसत्त्वगुणेनैष भवतु, किꣳ निजेन ? इत्य् आह—प्राकृतगुणप्रकाशैर् भवान् केवलम् अनुमीयते, न तु साक्षात्क्रियत इत्य् अर्थः । अथवा, तव विज्ञानरूपम् अज्ञानभिदाया अपमार्जनꣳ च यन् निजꣳ सत्त्वꣳ, तद् यदि न भवेन् नाविर्भवति, तदैव प्राकृतसत्त्वादिगुणप्रकाशैर् भवान् अनुमीयते, त्वन्निजसत्ताविर्भावेण तु साक्षात्क्रियत एवेत्य् अर्थः । "
252,"tad eva spaṣṭayituṁ tatrānumāne dvaividhyam āhuḥ—yasya guṇaḥ prakāśate, yena vā guṇaḥ prakāśata iti | asvarūpa-bhūtasyaiva sattvādi-guṇasya tvad-avyabhicāri-sambandhitva-mātreṇa vā tvad-eka-prakāśyamānatā-mātreṇa vā tval-liṅgatvam ity arthaḥ | yathā aruṇodayasya sūryodaya-sānnidhya-liṅgatvaṁ, yathā vā dhūmasyāgni-liṅgatvam iti | tata ubhayathāpi tava sākṣātkāre tasya sādhakatamatvābhāvo yukta iti bhāvaḥ |","तद् एव स्पष्टयितुं तत्रानुमाने द्वैविध्यम् आहुः—यस्य गुणः प्रकाशते, येन वा गुणः प्रकाशत इति । अस्वरूपभूतस्यैव सत्त्वादिगुणस्य त्वदव्यभिचारिसम्बन्धित्वमात्रेण वा त्वदेकप्रकाश्यमानतामात्रेण वा त्वल्लिङ्गत्वम् इत्य् अर्थः । यथा अरुणोदयस्य सूर्योदयसान्निध्यलिङ्गत्वं, यथा वा धूमस्याग्निलिङ्गत्वम् इति । तत उभयथापि तव साक्षात्कारे तस्य साधकतमत्वाभावो युक्त इति भावः ।","तद् एव स्पष्टयितुꣳ तत्रानुमाने द्वैविध्यम् आहुः—यस्य गुणः प्रकाशते, येन वा गुणः प्रकाशत इति । अस्वरूपभूतस्यैव सत्त्वादिगुणस्य त्वदव्यभिचारिसम्बन्धित्वमात्रेण वा त्वदेकप्रकाश्यमानतामात्रेण वा त्वल्लिङ्गत्वम् इत्य् अर्थः । यथा अरुणोदयस्य सूर्योदयसान्निध्यलिङ्गत्वꣳ, यथा वा धूमस्याग्निलिङ्गत्वम् इति । तत उभयथापि तव साक्षात्कारे तस्य साधकतमत्वाभावो युक्त इति भावः ।"
253,"tad evam aprākṛta-sattvasya tvadīya-sva-prakāśatā-rūpatvaṁ, yena sva-prakāśasya tava sākṣātkāro bhavatīti sthāpitam | atra ye viśuddha-sattvaṁ nāma prākṛtam eva rajas-tamaḥ-śūnyaṁ matvā tat-kāryaṁ bhagavad-vigrahādikaṁ manyante, te tu na kenāpy anugṛhītāḥ, rajaḥ-sambandhābhāvena svataḥ-praśānta-svabhāvasya sarvatrodāsīnatākṛti-hetos tasya kṣobhāsambhavāt, vidyāmayatvena yathāvasthita-vastu-prakāśitā-mātra-dharmatvāt, tasya kalpanāntarāyogyatvāc ca | tad uktam api agocarasya gocaratve hetuḥ prakṛti-guṇaḥ sattvam, gocarasya bahu-rūpatve rajaḥ, bahu-rūpasya tirohitatve tamaḥ | tathā parasparodāsīnatve sattvam | upakāritve rajaḥ, apakāritve tamaḥ, gocaratvādīni sthiti-sṛṣṭi-saṁhārāḥ udāsīnatvādīni ceti |","तद् एवम् अप्राकृतसत्त्वस्य त्वदीयस्वप्रकाशतारूपत्वं, येन स्वप्रकाशस्य तव साक्षात्कारो भवतीति स्थापितम् । अत्र ये विशुद्धसत्त्वं नाम प्राकृतम् एव रजस्तमःशून्यं मत्वा तत्कार्यं भगवद्विग्रहादिकं मन्यन्ते, ते तु न केनाप्य् अनुगृहीताः, रजःसम्बन्धाभावेन स्वतःप्रशान्तस्वभावस्य सर्वत्रोदासीनताकृतिहेतोस् तस्य क्षोभासम्भवात्, विद्यामयत्वेन यथावस्थितवस्तुप्रकाशितामात्रधर्मत्वात्, तस्य कल्पनान्तरायोग्यत्वाच् च । तद् उक्तम् अपि अगोचरस्य गोचरत्वे हेतुः प्रकृतिगुणः सत्त्वम्, गोचरस्य बहुरूपत्वे रजः, बहुरूपस्य तिरोहितत्वे तमः । तथा परस्परोदासीनत्वे सत्त्वम् । उपकारित्वे रजः, अपकारित्वे तमः, गोचरत्वादीनि स्थितिसृष्टिसंहाराः उदासीनत्वादीनि चेति ।","तद् एवम् अप्राकृतसत्त्वस्य त्वदीयस्वप्रकाशतारूपत्वꣳ, येन स्वप्रकाशस्य तव साक्षात्कारो भवतीति स्थापितम् । अत्र ये विशुद्धसत्त्वꣳ नाम प्राकृतम् एव रजस्तमःशून्यꣳ मत्वा तत्कार्यꣳ भगवद्विग्रहादिकꣳ मन्यन्ते, ते तु न केनाप्य् अनुगृहीताः, रजःसम्बन्धाभावेन स्वतःप्रशान्तस्वभावस्य सर्वत्रोदासीनताकृतिहेतोस् तस्य क्षोभासम्भवात्, विद्यामयत्वेन यथावस्थितवस्तुप्रकाशितामात्रधर्मत्वात्, तस्य कल्पनान्तरायोग्यत्वाच् च । तद् उक्तम् अपि अगोचरस्य गोचरत्वे हेतुः प्रकृतिगुणः सत्त्वम्, गोचरस्य बहुरूपत्वे रजः, बहुरूपस्य तिरोहितत्वे तमः । तथा परस्परोदासीनत्वे सत्त्वम् । उपकारित्वे रजः, अपकारित्वे तमः, गोचरत्वादीनि स्थितिसृष्टिसꣳहाराः उदासीनत्वादीनि चेति ।"
254,atha rajo-leśe tatra mantavye viśuddha-pada-vaiyarthyam ity alaṁ tan-mata-rajo-ghaṭa-praghaṭṭanayeti | pādmottara-khaṇḍe tu vaikuṇṭha-nirūpaṇe tasya sattvasyāprākṛtatvaṁ sphuṭam eva darśitam | yata uktaṁ prakṛti-vibhūti-varṇanānantaram |,अथ रजोलेशे तत्र मन्तव्ये विशुद्धपदवैयर्थ्यम् इत्य् अलं तन्मतरजोघटप्रघट्टनयेति । पाद्मोत्तरखण्डे तु वैकुण्ठनिरूपणे तस्य सत्त्वस्याप्राकृतत्वं स्फुटम् एव दर्शितम् । यत उक्तं प्रकृतिविभूतिवर्णनानन्तरम् ।,अथ रजोलेशे तत्र मन्तव्ये विशुद्धपदवैयर्थ्यम् इत्य् अलꣳ तन्मतरजोघटप्रघट्टनयेति । पाद्मोत्तरखण्डे तु वैकुण्ठनिरूपणे तस्य सत्त्वस्याप्राकृतत्वꣳ स्फुटम् एव दर्शितम् । यत उक्तꣳ प्रकृतिविभूतिवर्णनानन्तरम् ।
255,evaṁ prākṛta-rūpāya vibhūter rūpam uttamam |,एवं प्राकृतरूपाय विभूतेर् रूपम् उत्तमम् ।,एवꣳ प्राकृतरूपाय विभूतेर् रूपम् उत्तमम् ।
256,tripād-vibhūti-rūpaṁ tu śṛṇu bhūdhara-nandini ||,त्रिपाद्विभूतिरूपं तु शृणु भूधरनन्दिनि ॥,त्रिपाद्विभूतिरूपꣳ तु शृणु भूधरनन्दिनि ॥
259,tasyāḥ pāre para-vyomni tripād-bhūtaṁ sanātanam |,तस्याः पारे परव्योम्नि त्रिपाद्भूतं सनातनम् ।,तस्याः पारे परव्योम्नि त्रिपाद्भूतꣳ सनातनम् ।
260,amṛtaṁ śāśvataṁ nityam anantaṁ paraṁ padam ||,अमृतं शाश्वतं नित्यम् अनन्तं परं पदम् ॥,अमृतꣳ शाश्वतꣳ नित्यम् अनन्तꣳ परꣳ पदम् ॥
261,śuddha-sattva-mayaṁ divyam akṣaraṁ brahmaṇaḥ padam || ity-ādi |,शुद्धसत्त्वमयं दिव्यम् अक्षरं ब्रह्मणः पदम् ॥ इत्यादि ।,शुद्धसत्त्वमयꣳ दिव्यम् अक्षरꣳ ब्रह्मणः पदम् ॥ इत्यादि ।
262,tad etat samāptaṁ prāsaṅgikaṁ śuddha-sattva-vivecanam | ,तद् एतत् समाप्तं प्रासङ्गिकं शुद्धसत्त्वविवेचनम् । ,तद् एतत् समाप्तꣳ प्रासङ्गिकꣳ शुद्धसत्त्वविवेचनम् । 
264,"atha pravartate (10) ity-ādi prakṛtam eva padyaṁ vyākhyāyate | nanu guṇādy-abhāvān nirviśeṣa evāsau lokaḥ ? ity āśaṅkya tatra viśeṣas tasyāḥ śuddha-sattvātmikāyāḥ svarūpānatirikta-śakter eva vilāsa-rūpa iti dyotayaṁs tam eva viśeṣaṁ darśayati—harer iti | surāḥ sattva-prabhavāḥ, asurāḥ rajas-tamaḥ-prabhavāḥ, tair arcitāḥ | tebhyo’rhattamā ity arthaḥ, guṇātītatvād eveti bhāvaḥ |","अथ प्रवर्तते (१०) इत्यादि प्रकृतम् एव पद्यं व्याख्यायते । ननु गुणाद्यभावान् निर्विशेष एवासौ लोकः ? इत्य् आशङ्क्य तत्र विशेषस् तस्याः शुद्धसत्त्वात्मिकायाः स्वरूपानतिरिक्तशक्तेर् एव विलासरूप इति द्योतयंस् तम् एव विशेषं दर्शयति—हरेर् इति । सुराः सत्त्वप्रभवाः, असुराः रजस्तमःप्रभवाः, तैर् अर्चिताः । तेभ्योऽर्हत्तमा इत्य् अर्थः, गुणातीतत्वाद् एवेति भावः ।","अथ प्रवर्तते (१०) इत्यादि प्रकृतम् एव पद्यꣳ व्याख्यायते । ननु गुणाद्यभावान् निर्विशेष एवासौ लोकः ? इत्य् आशङ्क्य तत्र विशेषस् तस्याः शुद्धसत्त्वात्मिकायाः स्वरूपानतिरिक्तशक्तेर् एव विलासरूप इति द्योतयꣳस् तम् एव विशेषꣳ दर्शयति—हरेर् इति । सुराः सत्त्वप्रभवाः, असुराः रजस्तमःप्रभवाः, तैर् अर्चिताः । तेभ्योऽर्हत्तमा इत्य् अर्थः, गुणातीतत्वाद् एवेति भावः ।"
265,(11) tān eva varṇayati—śyāmāvadātā iti | śyāmāś ca avadātā ujjvalāś ca te | padma-netrāḥ pīta-vastrāḥ suruco’tikamnīyāḥ supeśaso’tisukumārāḥ | unmiṣanta iva prabhāvanto maṇi-pravekā maṇy-uttamā yeṣu tāni niṣkāṇi padakāny ābharaṇāni yeṣāṁ te suvarcasas tejasvinaḥ |,(११) तान् एव वर्णयति—श्यामावदाता इति । श्यामाश् च अवदाता उज्ज्वलाश् च ते । पद्मनेत्राः पीतवस्त्राः सुरुचोऽतिकम्नीयाः सुपेशसोऽतिसुकुमाराः । उन्मिषन्त इव प्रभावन्तो मणिप्रवेका मण्युत्तमा येषु तानि निष्काणि पदकान्य् आभरणानि येषां ते सुवर्चसस् तेजस्विनः ।,(११) तान् एव वर्णयति—श्यामावदाता इति । श्यामाश् च अवदाता उज्ज्वलाश् च ते । पद्मनेत्राः पीतवस्त्राः सुरुचोऽतिकम्नीयाः सुपेशसोऽतिसुकुमाराः । उन्मिषन्त इव प्रभावन्तो मणिप्रवेका मण्युत्तमा येषु तानि निष्काणि पदकान्य् आभरणानि येषाꣳ ते सुवर्चसस् तेजस्विनः ।
266,(12) pravāleti | ke’pi tebhyaḥ śrī-bhagavat-sārūpyaṁ labdhavadbhyo’nye pravālādi-sama-varṇāḥ | ,(१२) प्रवालेति । केऽपि तेभ्यः श्रीभगवत्सारूप्यं लब्धवद्भ्योऽन्ये प्रवालादिसमवर्णाः । ,(१२) प्रवालेति । केऽपि तेभ्यः श्रीभगवत्सारूप्यꣳ लब्धवद्भ्योऽन्ये प्रवालादिसमवर्णाः । 
267,(13) punar api lokaṁ varṇayati—bhrājiṣṇubhir iti | ,(१३) पुनर् अपि लोकं वर्णयति—भ्राजिष्णुभिर् इति । ,(१३) पुनर् अपि लोकꣳ वर्णयति—भ्राजिष्णुभिर् इति । 
268,"(14) śrīr yatreti | śrīḥ svarūpa-śaktiḥ rūpiṇī tat-preyasī-rūpā mānaṁ pūjāṁ vibhūtibhiḥ rūpiṇī tat preyasī-rūpā mānaṁ pūjāṁ vibhūtibhiḥ sva-sakhī-rūpābhiḥ | preṅkham āndolanaṁ śritā vilāsena | kusumākāro vasantaḥ, tad-anugā bhramarāḥ, tair vividhaṁ gīyamānā | svayaṁ priyasya hareḥ karma gāyantī bhavati | ","(१४) श्रीर् यत्रेति । श्रीः स्वरूपशक्तिः रूपिणी तत्प्रेयसीरूपा मानं पूजां विभूतिभिः रूपिणी तत् प्रेयसीरूपा मानं पूजां विभूतिभिः स्वसखीरूपाभिः । प्रेङ्खम् आन्दोलनं श्रिता विलासेन । कुसुमाकारो वसन्तः, तदनुगा भ्रमराः, तैर् विविधं गीयमाना । स्वयं प्रियस्य हरेः कर्म गायन्ती भवति । ","(१४) श्रीर् यत्रेति । श्रीः स्वरूपशक्तिः रूपिणी तत्प्रेयसीरूपा मानꣳ पूजाꣳ विभूतिभिः रूपिणी तत् प्रेयसीरूपा मानꣳ पूजाꣳ विभूतिभिः स्वसखीरूपाभिः । प्रेङ्खम् आन्दोलनꣳ श्रिता विलासेन । कुसुमाकारो वसन्तः, तदनुगा भ्रमराः, तैर् विविधꣳ गीयमाना । स्वयꣳ प्रियस्य हरेः कर्म गायन्ती भवति । "
