paragraph_index,original_iast,aksharamukha_output,sanscript_output
6718,apir varṇa-karma-samuccayārthaḥ | tena sva-varṇāśrama-karmāṇi kāryāṇi | kutaḥ ? vidyopacitaye | taṁ prati teṣāṁ vihitatvād eva ||32||,अपिर् वर्णकर्मसमुच्चयार्थः । तेन स्ववर्णाश्रमकर्माणि कार्याणि । कुतः ? विद्योपचितये । तं प्रति तेषां विहितत्वाद् एव ॥३२॥,अपिर् वर्णकर्मसमुच्चयार्थः । तेन स्ववर्णाश्रमकर्माणि कार्याणि । कुतः ? विद्योपचितये । तꣳ प्रति तेषाꣳ विहितत्वाद् एव ॥३२॥
6720,"rpc: 11.10.1, 11.18.45","र्प्च्: ११।१०।१, ११।१८।४५","र्प्च्: ११.१०.१, ११.१८.४५"
6721,hds: 11.3.44-45,ह्द्स्: ११।३।४४-४५,ह्द्स्: ११.३.४४-४५
6725,nanu jātāyām api vidyāyāṁ punaḥ karma-vidhānāt kiṁ jñāna-karmaṇoḥ samuccayobhiimato nety āha—,ननु जातायाम् अपि विद्यायां पुनः कर्मविधानात् किं ज्ञानकर्मणोः समुच्चयोभिइमतो नेत्य् आह—,ननु जातायाम् अपि विद्यायाꣳ पुनः कर्मविधानात् किꣳ ज्ञानकर्मणोः समुच्चयोभिइमतो नेत्य् आह—
6729,"vidyā-sahakāritvenaiva tena karmāṇi kāryāṇi, na tu mukti-hetutvena | tam eva viditvā [śve.u. 3.8] ity ādau tasyā eva tattvābhidhānāt | etad uktaṁ bhavati | svaniṣṭhenādau paramātmānam uddiśya sva-karmāṇy anuṣṭhitāni teṣu tad-uddeśenaiva viṣorṇādivat tad-viṣayā vidyā samabhūt | tair asau tāsām ādyāpi tad-vivṛddhaye tāny anutiṣṭhati | sā ca svottarāṇi tāni na vināśayaty avirodhāt | kintu svargādi-vaicitrīm anubhāvayituṁ rakṣaty eva | nā hāsya karma kṣīyate [bṛ.ā.u 1.4.15] iti bṛhad-āraṇyakāt |","विद्यासहकारित्वेनैव तेन कर्माणि कार्याणि, न तु मुक्तिहेतुत्वेन । तम् एव विदित्वा [श्वे.उ. ३.८] इत्य् आदौ तस्या एव तत्त्वाभिधानात् । एतद् उक्तं भवति । स्वनिष्ठेनादौ परमात्मानम् उद्दिश्य स्वकर्माण्य् अनुष्ठितानि तेषु तदुद्देशेनैव विषोर्णादिवत् तद्विषया विद्या समभूत् । तैर् असौ तासाम् आद्यापि तद्विवृद्धये तान्य् अनुतिष्ठति । सा च स्वोत्तराणि तानि न विनाशयत्य् अविरोधात् । किन्तु स्वर्गादिवैचित्रीम् अनुभावयितुं रक्षत्य् एव । ना हास्य कर्म क्षीयते [बृ.आ.उ १.४.१५] इति बृहदारण्यकात् ।","विद्यासहकारित्वेनैव तेन कर्माणि कार्याणि, न तु मुक्तिहेतुत्वेन । तम् एव विदित्वा [श्वे.उ. ३.८] इत्य् आदौ तस्या एव तत्त्वाभिधानात् । एतद् उक्तꣳ भवति । स्वनिष्ठेनादौ परमात्मानम् उद्दिश्य स्वकर्माण्य् अनुष्ठितानि तेषु तदुद्देशेनैव विषोर्णादिवत् तद्विषया विद्या समभूत् । तैर् असौ तासाम् आद्यापि तद्विवृद्धये तान्य् अनुतिष्ठति । सा च स्वोत्तराणि तानि न विनाशयत्य् अविरोधात् । किन्तु स्वर्गादिवैचित्रीम् अनुभावयितुꣳ रक्षत्य् एव । ना हास्य कर्म क्षीयते [बृ.आ.उ १.४.१५] इति बृहदारण्यकात् ।"
6731,"na ca teṣāṁ tad-anubhava-phalakatvāt kāmyatvaṁ, tena tat-kāmanayānanuṣṭhānāt | svaniṣṭho vidvān brahma prāpnuvann anusaṅgāt svargādikam anubhavati | grāmaṁ gacchaṁs tṛṇaṁ spṛśatīti atra tṛṇa-sparśavat | svargādy-ānandānubhava-pūrvakaṁ brahma-prepsave sva-niṣṭhāya vidyaiva sva-parikara-karma-dvārā svargādikam anubhāvayati sva-dvārā tu brahma-padam iti śrutiś caivam abhipraiti, taṁ vidyety ādyā | ittham eva tasya saṅkalpo bodhyaḥ | nairapekṣya-parīkṣāyai kvacit sva-dvārāpi svargādikam upasthāpayati | sarvaṁ ha paśyaḥ paśyati ity ādi śruteḥ | na caivaṁ tad-adhigama-nyāya-virodhaḥ, tasya svaniṣṭhetara-viṣayatvenopapatteḥ | svaniṣṭhasya svargādy-arpaka-puṇyāṁśa-prārabdhāṁśau tad-itarasya pariniṣṭhitādes tu prārabdhāṁśam eva vihāyetarat sarvaṁ karma vināśayatīti vidyaiva svatantrā phala-hetuḥ karma tu tasyā sahakārīti siddham ||33||","न च तेषां तदनुभवफलकत्वात् काम्यत्वं, तेन तत्कामनयाननुष्ठानात् । स्वनिष्ठो विद्वान् ब्रह्म प्राप्नुवन्न् अनुसङ्गात् स्वर्गादिकम् अनुभवति । ग्रामं गच्छंस् तृणं स्पृशतीति अत्र तृणस्पर्शवत् । स्वर्गाद्यानन्दानुभवपूर्वकं ब्रह्मप्रेप्सवे स्वनिष्ठाय विद्यैव स्वपरिकरकर्मद्वारा स्वर्गादिकम् अनुभावयति स्वद्वारा तु ब्रह्मपदम् इति श्रुतिश् चैवम् अभिप्रैति, तं विद्येत्य् आद्या । इत्थम् एव तस्य सङ्कल्पो बोध्यः । नैरपेक्ष्यपरीक्षायै क्वचित् स्वद्वारापि स्वर्गादिकम् उपस्थापयति । सर्वं ह पश्यः पश्यति इत्य् आदि श्रुतेः । न चैवं तदधिगमन्यायविरोधः, तस्य स्वनिष्ठेतरविषयत्वेनोपपत्तेः । स्वनिष्ठस्य स्वर्गाद्यर्पकपुण्यांशप्रारब्धांशौ तदितरस्य परिनिष्ठितादेस् तु प्रारब्धांशम् एव विहायेतरत् सर्वं कर्म विनाशयतीति विद्यैव स्वतन्त्रा फलहेतुः कर्म तु तस्या सहकारीति सिद्धम् ॥३३॥","न च तेषाꣳ तदनुभवफलकत्वात् काम्यत्वꣳ, तेन तत्कामनयाननुष्ठानात् । स्वनिष्ठो विद्वान् ब्रह्म प्राप्नुवन्न् अनुसङ्गात् स्वर्गादिकम् अनुभवति । ग्रामꣳ गच्छꣳस् तृणꣳ स्पृशतीति अत्र तृणस्पर्शवत् । स्वर्गाद्यानन्दानुभवपूर्वकꣳ ब्रह्मप्रेप्सवे स्वनिष्ठाय विद्यैव स्वपरिकरकर्मद्वारा स्वर्गादिकम् अनुभावयति स्वद्वारा तु ब्रह्मपदम् इति श्रुतिश् चैवम् अभिप्रैति, तꣳ विद्येत्य् आद्या । इत्थम् एव तस्य सङ्कल्पो बोध्यः । नैरपेक्ष्यपरीक्षायै क्वचित् स्वद्वारापि स्वर्गादिकम् उपस्थापयति । सर्वꣳ ह पश्यः पश्यति इत्य् आदि श्रुतेः । न चैवꣳ तदधिगमन्यायविरोधः, तस्य स्वनिष्ठेतरविषयत्वेनोपपत्तेः । स्वनिष्ठस्य स्वर्गाद्यर्पकपुण्याꣳशप्रारब्धाꣳशौ तदितरस्य परिनिष्ठितादेस् तु प्रारब्धाꣳशम् एव विहायेतरत् सर्वꣳ कर्म विनाशयतीति विद्यैव स्वतन्त्रा फलहेतुः कर्म तु तस्या सहकारीति सिद्धम् ॥३३॥"
6733,"rpc: 10.47.21, 11.18.43-44, 8.3.19, 11.29.30-31","र्प्च्: १०।४७।२१, ११।१८।४३-४४, ८।३।१९, ११।२९।३०-३१","र्प्च्: १०.४७.२१, ११.१८.४३-४४, ८.३.१९, ११.२९.३०-३१"
6734,hds: 11.18.46-47,ह्द्स्: ११।१८।४६-४७,ह्द्स्: ११.१८.४६-४७
6737,8. sarvathādhikaraṇam,८। सर्वथाधिकरणम्,८. सर्वथाधिकरणम्
6741,atha pariniṣṭhitaḥ parīkṣyate | ātma-krīḍa ātma-ratiḥ kriyāvān [mu.u. 3.1.4] ity ādi śrūyate | atra pariniṣṭhitasya lokārthaṁ varṇāśrama-dharmāḥ kartavyatayā prāptāḥ prīty-arthaṁ śravaṇādayo bhagavad-dharmāś ca | teṣām ubhayeṣāṁ yugapat-prāptau kiṁ te krameṇānuṣṭheyāḥ kiṁ vādyān vihāyottare te iti sandehe yugapad-anuṣṭhāna-sambhavāt vihitānāṁ tyāge doṣāc cānirṇayena bhāvyam iti prāpte—,अथ परिनिष्ठितः परीक्ष्यते । आत्मक्रीड आत्मरतिः क्रियावान् [मु.उ. ३.१.४] इत्य् आदि श्रूयते । अत्र परिनिष्ठितस्य लोकार्थं वर्णाश्रमधर्माः कर्तव्यतया प्राप्ताः प्रीत्यर्थं श्रवणादयो भगवद्धर्माश् च । तेषाम् उभयेषां युगपत्प्राप्तौ किं ते क्रमेणानुष्ठेयाः किं वाद्यान् विहायोत्तरे ते इति सन्देहे युगपदनुष्ठानसम्भवात् विहितानां त्यागे दोषाच् चानिर्णयेन भाव्यम् इति प्राप्ते—,अथ परिनिष्ठितः परीक्ष्यते । आत्मक्रीड आत्मरतिः क्रियावान् [मु.उ. ३.१.४] इत्य् आदि श्रूयते । अत्र परिनिष्ठितस्य लोकार्थꣳ वर्णाश्रमधर्माः कर्तव्यतया प्राप्ताः प्रीत्यर्थꣳ श्रवणादयो भगवद्धर्माश् च । तेषाम् उभयेषाꣳ युगपत्प्राप्तौ किꣳ ते क्रमेणानुष्ठेयाः किꣳ वाद्यान् विहायोत्तरे ते इति सन्देहे युगपदनुष्ठानसम्भवात् विहितानाꣳ त्यागे दोषाच् चानिर्णयेन भाव्यम् इति प्राप्ते—
6745,apir avadhāraṇe | sarvathaiva sva-dharmānurodham akṛtvaivety arthaḥ | pariniṣṭhitena tena bhagavad-dharmā evānuṣṭheyā | sva-dharmās tu kathañcit gauṇa-kāle | evaṁ kutaḥ ? tatrāha—ubhayeti | tam evaikaṁ jānatha [mu.u. 3.2.5] ity ādi śruti-liṅgāt | ,अपिर् अवधारणे । सर्वथैव स्वधर्मानुरोधम् अकृत्वैवेत्य् अर्थः । परिनिष्ठितेन तेन भगवद्धर्मा एवानुष्ठेया । स्वधर्मास् तु कथञ्चित् गौणकाले । एवं कुतः ? तत्राह—उभयेति । तम् एवैकं जानथ [मु.उ. ३.२.५] इत्य् आदि श्रुतिलिङ्गात् । ,अपिर् अवधारणे । सर्वथैव स्वधर्मानुरोधम् अकृत्वैवेत्य् अर्थः । परिनिष्ठितेन तेन भगवद्धर्मा एवानुष्ठेया । स्वधर्मास् तु कथञ्चित् गौणकाले । एवꣳ कुतः ? तत्राह—उभयेति । तम् एवैकꣳ जानथ [मु.उ. ३.२.५] इत्य् आदि श्रुतिलिङ्गात् । 
6747,mahātmānas tu māṁ pārtha daivīṁ prakṛtim āśritāḥ |,महात्मानस् तु मां पार्थ दैवीं प्रकृतिम् आश्रिताः ।,महात्मानस् तु माꣳ पार्थ दैवीꣳ प्रकृतिम् आश्रिताः ।
6749,satataṁ kīrtayanto māṁ yatantaś ca dṛḍha-vratāḥ |,सततं कीर्तयन्तो मां यतन्तश् च दृढव्रताः ।,सततꣳ कीर्तयन्तो माꣳ यतन्तश् च दृढव्रताः ।
6750,namasyantaś ca māṁ bhaktyā nitya-yuktā upāsate || [gītā 9.13-14],नमस्यन्तश् च मां भक्त्या नित्ययुक्ता उपासते ॥ [गीता ९.१३-१४],नमस्यन्तश् च माꣳ भक्त्या नित्ययुक्ता उपासते ॥ [गीता ९.१३-१४]
6754,"rpc: 1.8.35, 11.19.2, 11.19.4-5, 11.20.32-33.","र्प्च्: १।८।३५, ११।१९।२, ११।१९।४-५, ११।२०।३२-३३।","र्प्च्: १.८.३५, ११.१९.२, ११.१९.४-५, ११.२०.३२-३३."
6755,hds: 11.12.14-15.,ह्द्स्: ११।१२।१४-१५।,ह्द्स्: ११.१२.१४-१५.
6760,anabhibhavaṁ ca darśayati ||,अनभिभवं च दर्शयति ॥,अनभिभवꣳ च दर्शयति ॥
6762,"nainaṁ pāpmā tarati sarvaṁ pāpmānaṁ tarati | nainaṁ pāpmā tapati sarvaṁ pāpmānaṁ tapati [bṛ.ā.u 4.4.23] iti bṛhad-āraṇyaka-śrutiḥ śravaṇādy-anurodhena svāśrama-dharmākaraṇe taj-janyair doṣaiḥ pariniṣṭhitasyānabhibhavaṁ darśayati | atasnāt hitvā a eva kāryā ity arthaḥ | varṇāśramācāreti śrī-viṣṇu-purāṇa-vākye tu tādṛśena yat tad-ārādhanaṁ tad eva tat-toṣa-karam ity eva mantavyaṁ, na tu karmaiva tad-ārādhanam iti | pūrvatra—","नैनं पाप्मा तरति सर्वं पाप्मानं तरति । नैनं पाप्मा तपति सर्वं पाप्मानं तपति [बृ.आ.उ ४.४.२३] इति बृहदारण्यकश्रुतिः श्रवणाद्यनुरोधेन स्वाश्रमधर्माकरणे तज्जन्यैर् दोषैः परिनिष्ठितस्यानभिभवं दर्शयति । अतस्नात् हित्वा अ एव कार्या इत्य् अर्थः । वर्णाश्रमाचारेति श्रीविष्णुपुराणवाक्ये तु तादृशेन यत् तदाराधनं तद् एव तत्तोषकरम् इत्य् एव मन्तव्यं, न तु कर्मैव तदाराधनम् इति । पूर्वत्र—","नैनꣳ पाप्मा तरति सर्वꣳ पाप्मानꣳ तरति । नैनꣳ पाप्मा तपति सर्वꣳ पाप्मानꣳ तपति [बृ.आ.उ ४.४.२३] इति बृहदारण्यकश्रुतिः श्रवणाद्यनुरोधेन स्वाश्रमधर्माकरणे तज्जन्यैर् दोषैः परिनिष्ठितस्यानभिभवꣳ दर्शयति । अतस्नात् हित्वा अ एव कार्या इत्य् अर्थः । वर्णाश्रमाचारेति श्रीविष्णुपुराणवाक्ये तु तादृशेन यत् तदाराधनꣳ तद् एव तत्तोषकरम् इत्य् एव मन्तव्यꣳ, न तु कर्मैव तदाराधनम् इति । पूर्वत्र—"
6768,etat padaṁ tad-arthaṁ ca vinā nānyad acintayat ||,एतत् पदं तदर्थं च विना नान्यद् अचिन्तयत् ॥,एतत् पदꣳ तदर्थꣳ च विना नान्यद् अचिन्तयत् ॥
6769,samit-puṣpa-kuśādānaṁ cakre deva-kriyā-kṛte |,समित्पुष्पकुशादानं चक्रे देवक्रियाकृते ।,समित्पुष्पकुशादानꣳ चक्रे देवक्रियाकृते ।
6774,"rpc: 11.20.9, 11.11.32, 11.5.38, 11.20.25","र्प्च्: ११।२०।९, ११।११।३२, ११।५।३८, ११।२०।२५","र्प्च्: ११.२०.९, ११.११.३२, ११.५.३८, ११.२०.२५"
6775,hds: 1.8.36,ह्द्स्: १।८।३६,ह्द्स्: १.८.३६
6778,9. vidhurādhikaraṇam,९। विधुराधिकरणम्,९. विधुराधिकरणम्
6782,evaṁ sāśrameṣu vidyā darśitā tad-uttarānuṣṭhitiś ca | atha nirāśrameṣu nirapekṣeṣu te dve darśyete | tathaiva nirāśramāpi gārgī brahmavit paṭhyate | atha vācakravy uvāca—brāhmaṇā bhagavanto hantāham enaṁ yājñavalkyaṁ dvau praśnau prakṣyāmi [bṛ.ā.u 3.8.1] ity ādinā | iha saṁśayaḥ—nirāśrameṣu vidyā sambhaven na veti vidyotpatti-hetutayā viśrutānām āśrama-dharmānaṁ teṣv abhāvān neti prāpte—,एवं साश्रमेषु विद्या दर्शिता तदुत्तरानुष्ठितिश् च । अथ निराश्रमेषु निरपेक्षेषु ते द्वे दर्श्येते । तथैव निराश्रमापि गार्गी ब्रह्मवित् पठ्यते । अथ वाचक्रव्य् उवाच—ब्राह्मणा भगवन्तो हन्ताहम् एनं याज्ञवल्क्यं द्वौ प्रश्नौ प्रक्ष्यामि [बृ.आ.उ ३.८.१] इत्य् आदिना । इह संशयः—निराश्रमेषु विद्या सम्भवेन् न वेति विद्योत्पत्तिहेतुतया विश्रुतानाम् आश्रमधर्मानं तेष्व् अभावान् नेति प्राप्ते—,एवꣳ साश्रमेषु विद्या दर्शिता तदुत्तरानुष्ठितिश् च । अथ निराश्रमेषु निरपेक्षेषु ते द्वे दर्श्येते । तथैव निराश्रमापि गार्गी ब्रह्मवित् पठ्यते । अथ वाचक्रव्य् उवाच—ब्राह्मणा भगवन्तो हन्ताहम् एनꣳ याज्ञवल्क्यꣳ द्वौ प्रश्नौ प्रक्ष्यामि [बृ.आ.उ ३.८.१] इत्य् आदिना । इह सꣳशयः—निराश्रमेषु विद्या सम्भवेन् न वेति विद्योत्पत्तिहेतुतया विश्रुतानाम् आश्रमधर्मानꣳ तेष्व् अभावान् नेति प्राप्ते—
6786,"tu-śabdaḥ karmāgraha-nirāsārthaḥ | ca-kāro niścayārthaḥ | antarā ca vinaivāśrama-dharmān vidyamāneṣv autpattika-viraktiṣu prāg bhavānuṣṭhitair dharmaiḥ satya-tapo-japādibhiś ca pariśuddheṣu teṣv api vidyā udayate | kutaḥ ? tad-dṛṣṭeḥ | tādṛśyā gārgyā brahmavittva-darśanāt | ayaṁ bhāvaḥ—prāg-bhavīyānāṁ dharmāṇāṁ phalotpatteḥ pūrvam eva deha-nipātāt na phala-sambandhaḥ, paratra tu tair viśuddhānāṁ sat-saṅga-mātreṇa savirāgā sāvirbhavatīti ||36||","तुशब्दः कर्माग्रहनिरासार्थः । चकारो निश्चयार्थः । अन्तरा च विनैवाश्रमधर्मान् विद्यमानेष्व् औत्पत्तिकविरक्तिषु प्राग् भवानुष्ठितैर् धर्मैः सत्यतपोजपादिभिश् च परिशुद्धेषु तेष्व् अपि विद्या उदयते । कुतः ? तद्दृष्टेः । तादृश्या गार्ग्या ब्रह्मवित्त्वदर्शनात् । अयं भावः—प्राग्भवीयानां धर्माणां फलोत्पत्तेः पूर्वम् एव देहनिपातात् न फलसम्बन्धः, परत्र तु तैर् विशुद्धानां सत्सङ्गमात्रेण सविरागा साविर्भवतीति ॥३६॥","तुशब्दः कर्माग्रहनिरासार्थः । चकारो निश्चयार्थः । अन्तरा च विनैवाश्रमधर्मान् विद्यमानेष्व् औत्पत्तिकविरक्तिषु प्राग् भवानुष्ठितैर् धर्मैः सत्यतपोजपादिभिश् च परिशुद्धेषु तेष्व् अपि विद्या उदयते । कुतः ? तद्दृष्टेः । तादृश्या गार्ग्या ब्रह्मवित्त्वदर्शनात् । अयꣳ भावः—प्राग्भवीयानाꣳ धर्माणाꣳ फलोत्पत्तेः पूर्वम् एव देहनिपातात् न फलसम्बन्धः, परत्र तु तैर् विशुद्धानाꣳ सत्सङ्गमात्रेण सविरागा साविर्भवतीति ॥३६॥"
6797,pibanti ye bhagavata ātmanaḥ satāṁ,पिबन्ति ये भगवत आत्मनः सतां,पिबन्ति ये भगवत आत्मनः सताꣳ
6798,kathāmṛtaṁ śravaṇa-puṭeṣu sambhṛtam |,कथामृतं श्रवणपुटेषु सम्भृतम् ।,कथामृतꣳ श्रवणपुटेषु सम्भृतम् ।
6799,punanti te viṣaya-vidūṣitāśayaṁ,पुनन्ति ते विषयविदूषिताशयं,पुनन्ति ते विषयविदूषिताशयꣳ
6804,"rpc: 2.2.37, 5.12.12, 1.18.13, 4.30.33, 4.24.54, 11.14.15-16","र्प्च्: २।२।३७, ५।१२।१२, १।१८।१३, ४।३०।३३, ४।२४।५४, ११।१४।१५-१६","र्प्च्: २.२.३७, ५.१२.१२, १.१८.१३, ४.३०.३३, ४.२४.५४, ११.१४.१५-१६"
6805,"hds: 2.2.37, 10.83.3, 5.12.12","ह्द्स्: २।२।३७, १०।८३।३, ५।१२।१२","ह्द्स्: २.२.३७, १०.८३.३, ५.१२.१२"
6814,kathayantaś ca māṁ nityaṁ tuṣyanti ca ramanti ca ||,कथयन्तश् च मां नित्यं तुष्यन्ति च रमन्ति च ॥,कथयन्तश् च माꣳ नित्यꣳ तुष्यन्ति च रमन्ति च ॥
6815,teṣāṁ satata-yuktānāṁ bhajatāṁ prīti-pūrvakam |,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् ।,तेषाꣳ सततयुक्तानाꣳ भजताꣳ प्रीतिपूर्वकम् ।
6816,dadāmi buddhi-yogaṁ taṁ yena mām upayānti te || [gītā 10.9-10] iti |,ददामि बुद्धियोगं तं येन माम् उपयान्ति ते ॥ [गीता १०.९-१०] इति ।,ददामि बुद्धियोगꣳ तꣳ येन माम् उपयान्ति ते ॥ [गीता १०.९-१०] इति ।
6818,teṣu tat-kṛpā-viśeṣo dṛṣṭaḥ | nairapekṣyaṁ ca tad-yoga-sātatyād vyaktam ||38||,तेषु तत्कृपाविशेषो दृष्टः । नैरपेक्ष्यं च तद्योगसातत्याद् व्यक्तम् ॥३८॥,तेषु तत्कृपाविशेषो दृष्टः । नैरपेक्ष्यꣳ च तद्योगसातत्याद् व्यक्तम् ॥३८॥
6820,"rpc: 2.7.41, 9.4.46-48","र्प्च्: २।७।४१, ९।४।४६-४८","र्प्च्: २.७.४१, ९.४.४६-४८"
6824,10. itarādhikaraṇam,१०। इतराधिकरणम्,१०. इतराधिकरणम्
6828,"sāśramā yājñavalkyādayo nirāśramāś ca gārgy-ādayo vidyāvanto darśitāḥ | teṣu sāśramāḥ śreṣṭhā nirāśramā veti saṁśaye, vaidikāśrama-dharma-sampannatvāt brahma-ratatvāc ca śreṣṭhā iti prāpte—","साश्रमा याज्ञवल्क्यादयो निराश्रमाश् च गार्ग्यादयो विद्यावन्तो दर्शिताः । तेषु साश्रमाः श्रेष्ठा निराश्रमा वेति संशये, वैदिकाश्रमधर्मसम्पन्नत्वात् ब्रह्मरतत्वाच् च श्रेष्ठा इति प्राप्ते—","साश्रमा याज्ञवल्क्यादयो निराश्रमाश् च गार्ग्यादयो विद्यावन्तो दर्शिताः । तेषु साश्रमाः श्रेष्ठा निराश्रमा वेति सꣳशये, वैदिकाश्रमधर्मसम्पन्नत्वात् ब्रह्मरतत्वाच् च श्रेष्ठा इति प्राप्ते—"
6832,śaṅkā-nirāsanāya tu-śabdaḥ | ca-śabdo’vadhāraṇārthaḥ | ataḥ sāśramatvād itaran nirāśramatvam eva jyāyaḥ śreṣṭhaṁ vidyā-sādhanaṁ mantavyam | kutaḥ ? liṅgāt | gārgyā mahā-vidyatva-śravaṇāt | ātmaayatianādi-pravṛtti-śīlānāṁ pravṛtti-saṅkocāya āśramāḥ śāstreṇa vihitāḥ | atas tad-vidhāne na tasya tātparyaṁ kiṁ tu tat-saṅkoca eva | tā hi brahma-rati-pratibandhikā bhavanti | ye tūpakṣīṇa-pravṛttayo brahmaika-ratās teṣāṁ na kiñcid āśramaiḥ phalam iti nairāśramyaṁ varīyaḥ | ata eva jābālopaniṣadi krameṇāśramān vidhāya punar viraktasya tam apanināya sāṁvartakādīnāṁ brahmaika-ratānāṁ saṁnyāsaṁ tyāgaṁ covāceti | anāśramī na tiṣṭheta dinam ekam api dvijaḥ ity ādikaṁ tu sāmānya-viṣayam ||39||,शङ्कानिरासनाय तुशब्दः । चशब्दोऽवधारणार्थः । अतः साश्रमत्वाद् इतरन् निराश्रमत्वम् एव ज्यायः श्रेष्ठं विद्यासाधनं मन्तव्यम् । कुतः ? लिङ्गात् । गार्ग्या महाविद्यत्वश्रवणात् । आत्मअयतिअनादिप्रवृत्तिशीलानां प्रवृत्तिसङ्कोचाय आश्रमाः शास्त्रेण विहिताः । अतस् तद्विधाने न तस्य तात्पर्यं किं तु तत्सङ्कोच एव । ता हि ब्रह्मरतिप्रतिबन्धिका भवन्ति । ये तूपक्षीणप्रवृत्तयो ब्रह्मैकरतास् तेषां न किञ्चिद् आश्रमैः फलम् इति नैराश्रम्यं वरीयः । अत एव जाबालोपनिषदि क्रमेणाश्रमान् विधाय पुनर् विरक्तस्य तम् अपनिनाय सांवर्तकादीनां ब्रह्मैकरतानां संन्यासं त्यागं चोवाचेति । अनाश्रमी न तिष्ठेत दिनम् एकम् अपि द्विजः इत्य् आदिकं तु सामान्यविषयम् ॥३९॥,शङ्कानिरासनाय तुशब्दः । चशब्दोऽवधारणार्थः । अतः साश्रमत्वाद् इतरन् निराश्रमत्वम् एव ज्यायः श्रेष्ठꣳ विद्यासाधनꣳ मन्तव्यम् । कुतः ? लिङ्गात् । गार्ग्या महाविद्यत्वश्रवणात् । आत्मअयतिअनादिप्रवृत्तिशीलानाꣳ प्रवृत्तिसङ्कोचाय आश्रमाः शास्त्रेण विहिताः । अतस् तद्विधाने न तस्य तात्पर्यꣳ किꣳ तु तत्सङ्कोच एव । ता हि ब्रह्मरतिप्रतिबन्धिका भवन्ति । ये तूपक्षीणप्रवृत्तयो ब्रह्मैकरतास् तेषाꣳ न किञ्चिद् आश्रमैः फलम् इति नैराश्रम्यꣳ वरीयः । अत एव जाबालोपनिषदि क्रमेणाश्रमान् विधाय पुनर् विरक्तस्य तम् अपनिनाय साꣳवर्तकादीनाꣳ ब्रह्मैकरतानाꣳ सꣳन्यासꣳ त्यागꣳ चोवाचेति । अनाश्रमी न तिष्ठेत दिनम् एकम् अपि द्विजः इत्य् आदिकꣳ तु सामान्यविषयम् ॥३९॥
6834,"rpc: 11.17.32, 11.3.45, 11.21.23-24, 11.21.35, 11.21.40-41, 11.2.49, 11.11.32, 11.19.19-23","र्प्च्: ११।१७।३२, ११।३।४५, ११।२१।२३-२४, ११।२१।३५, ११।२१।४०-४१, ११।२।४९, ११।११।३२, ११।१९।१९-२३","र्प्च्: ११.१७.३२, ११.३.४५, ११.२१.२३-२४, ११.२१.३५, ११.२१.४०-४१, ११.२.४९, ११.११.३२, ११.१९.१९-२३"
6835,"hds: 8.4.63, 8.4.67","ह्द्स्: ८।४।६३, ८।४।६७","ह्द्स्: ८.४.६३, ८.४.६७"
