paragraph_index,original_iast,aksharamukha_output,sanscript_output
2419,vyākhyātaṁ ca svāmibhiḥ—,व्याख्यातं च स्वामिभिः—,व्याख्यातꣳ च स्वामिभिः—
2420,"hlādinī āhlāda-karī, sandhinī santatā, saṁvid vidyā-śaktiḥ | ekā mukhyā avyabhicāriṇī svarūpa-bhūteti yāvat | sā sarva-saṁsthitau sarvasya samyak sthitir yasmāt tasmin sarvādhiṣṭhāna-bhūte tvayy eva na tu jīveṣu ca sā guṇa-mayī trividhā sā tvayi nāsti | ","ह्लादिनी आह्लादकरी, सन्धिनी सन्तता, संविद् विद्याशक्तिः । एका मुख्या अव्यभिचारिणी स्वरूपभूतेति यावत् । सा सर्वसंस्थितौ सर्वस्य सम्यक् स्थितिर् यस्मात् तस्मिन् सर्वाधिष्ठानभूते त्वय्य् एव न तु जीवेषु च सा गुणमयी त्रिविधा सा त्वयि नास्ति । ","ह्लादिनी आह्लादकरी, सन्धिनी सन्तता, सꣳविद् विद्याशक्तिः । एका मुख्या अव्यभिचारिणी स्वरूपभूतेति यावत् । सा सर्वसꣳस्थितौ सर्वस्य सम्यक् स्थितिर् यस्मात् तस्मिन् सर्वाधिष्ठानभूते त्वय्य् एव न तु जीवेषु च सा गुणमयी त्रिविधा सा त्वयि नास्ति । "
2421,tām evāha—hlāda-tāpa-karī miśrā iti | hlāda-karī manaḥ-prasādotthā sāttvikī | tāpa-karī viṣaya-viyogādiṣu tāpa-karī tāmasī | tad-ubhaya-miśrā viṣaya-janyā rājasī | tatra hetuḥ sattvādi-guṇa-varjite | tad uktaṁ sarvajña-sūktau—,ताम् एवाह—ह्लादतापकरी मिश्रा इति । ह्लादकरी मनःप्रसादोत्था सात्त्विकी । तापकरी विषयवियोगादिषु तापकरी तामसी । तदुभयमिश्रा विषयजन्या राजसी । तत्र हेतुः सत्त्वादिगुणवर्जिते । तद् उक्तं सर्वज्ञसूक्तौ—,ताम् एवाह—ह्लादतापकरी मिश्रा इति । ह्लादकरी मनःप्रसादोत्था सात्त्विकी । तापकरी विषयवियोगादिषु तापकरी तामसी । तदुभयमिश्रा विषयजन्या राजसी । तत्र हेतुः सत्त्वादिगुणवर्जिते । तद् उक्तꣳ सर्वज्ञसूक्तौ—
2422,hlādinyā saṁvid-āśliṣṭaḥ,ह्लादिन्या संविदाश्लिष्टः,ह्लादिन्या सꣳविदाश्लिष्टः
2424,svāvidyā-saṁvṛto jīvaḥ,स्वाविद्यासंवृतो जीवः,स्वाविद्यासꣳवृतो जीवः
2426,"atra kramād utkarṣeṇa sandhinī-saṁvid-dhlādinyo jñeyāḥ | tatra ca sati ghaṭānāṁ ghaṭatvam iva sarveṣāṁ satāṁ vastūnāṁ pratīter nimittam iti kvacit sattā-svarūpatvena āmnāto’py asau bhagavān, sad eva somyedam agra āsīt [chā.u. 6.2.1] ity atra sad-rūpatvena vyapadiśyamānā yayā sattāṁ dadhāti dhārayati ca, sā sarva-deśa-kāla-dravyādi-prāpti-karī sandhinī | tathā saṁvid-rūpo’pi yayā saṁvetti saṁvedayati ca, sā saṁvit | tathā hlāda-rūpo’pi yayā saṁvid-utkaṭa-rūpayā taṁ hlādaṁ saṁvetti saṁvedayati ca, sā hlādinīti vivecanīyam | ","अत्र क्रमाद् उत्कर्षेण सन्धिनीसंविद्ध्लादिन्यो ज्ञेयाः । तत्र च सति घटानां घटत्वम् इव सर्वेषां सतां वस्तूनां प्रतीतेर् निमित्तम् इति क्वचित् सत्तास्वरूपत्वेन आम्नातोऽप्य् असौ भगवान्, सद् एव सोम्येदम् अग्र आसीत् [छा.उ. ६.२.१] इत्य् अत्र सद्रूपत्वेन व्यपदिश्यमाना यया सत्तां दधाति धारयति च, सा सर्वदेशकालद्रव्यादिप्राप्तिकरी सन्धिनी । तथा संविद्रूपोऽपि यया संवेत्ति संवेदयति च, सा संवित् । तथा ह्लादरूपोऽपि यया संविदुत्कटरूपया तं ह्लादं संवेत्ति संवेदयति च, सा ह्लादिनीति विवेचनीयम् । ","अत्र क्रमाद् उत्कर्षेण सन्धिनीसꣳविद्ध्लादिन्यो ज्ञेयाः । तत्र च सति घटानाꣳ घटत्वम् इव सर्वेषाꣳ सताꣳ वस्तूनाꣳ प्रतीतेर् निमित्तम् इति क्वचित् सत्तास्वरूपत्वेन आम्नातोऽप्य् असौ भगवान्, सद् एव सोम्येदम् अग्र आसीत् [छा.उ. ६.२.१] इत्य् अत्र सद्रूपत्वेन व्यपदिश्यमाना यया सत्ताꣳ दधाति धारयति च, सा सर्वदेशकालद्रव्यादिप्राप्तिकरी सन्धिनी । तथा सꣳविद्रूपोऽपि यया सꣳवेत्ति सꣳवेदयति च, सा सꣳवित् । तथा ह्लादरूपोऽपि यया सꣳविदुत्कटरूपया तꣳ ह्लादꣳ सꣳवेत्ति सꣳवेदयति च, सा ह्लादिनीति विवेचनीयम् । "
2427,tad evaṁ tasyā mūla-śaktes try-ātmakatvena siddhe yena sva-prakāśatā-lakṣaṇena tad-vṛtti-viśeṣeṇa svarūpaṁ vā svayaṁ svarūpa-śaktir vā viśiṣṭaṁ vāvirbhavati tad viśuddha-sattvam | tac cānya-nirapekṣyas tat-prakāśa iti jñāpana-jñāna-vṛttikatvāt saṁvid eva | asya māyayā sparśābhāvāt viśuddhatvam ||,तद् एवं तस्या मूलशक्तेस् त्र्यात्मकत्वेन सिद्धे येन स्वप्रकाशतालक्षणेन तद्वृत्तिविशेषेण स्वरूपं वा स्वयं स्वरूपशक्तिर् वा विशिष्टं वाविर्भवति तद् विशुद्धसत्त्वम् । तच् चान्यनिरपेक्ष्यस् तत्प्रकाश इति ज्ञापनज्ञानवृत्तिकत्वात् संविद् एव । अस्य मायया स्पर्शाभावात् विशुद्धत्वम् ॥,तद् एवꣳ तस्या मूलशक्तेस् त्र्यात्मकत्वेन सिद्धे येन स्वप्रकाशतालक्षणेन तद्वृत्तिविशेषेण स्वरूपꣳ वा स्वयꣳ स्वरूपशक्तिर् वा विशिष्टꣳ वाविर्भवति तद् विशुद्धसत्त्वम् । तच् चान्यनिरपेक्ष्यस् तत्प्रकाश इति ज्ञापनज्ञानवृत्तिकत्वात् सꣳविद् एव । अस्य मायया स्पर्शाभावात् विशुद्धत्वम् ॥
2428,ktatra cedam eva viśuddha-sattvaṁ sandhiny-aṁśa-pradhānaṁ ced ādhāra-śaktiḥ | saṁvid-aṁśa-pradhānam ātma-vidyā | hlādinī-sārāṁśa-pradhānaṁ guhya-vidyā | yugapat śakti-traya-pradhānaṁ mūrtiḥ | atrādhāra-śaktyā bhagavad-dhāma prakāśate | tad uktaṁ—yat sātvatāḥ puruṣa-rūpam uśanti sattvaṁ loko yataḥ [bhā.pu. 12.8.46] iti | ,क्तत्र चेदम् एव विशुद्धसत्त्वं सन्धिन्यंशप्रधानं चेद् आधारशक्तिः । संविदंशप्रधानम् आत्मविद्या । ह्लादिनीसारांशप्रधानं गुह्यविद्या । युगपत् शक्तित्रयप्रधानं मूर्तिः । अत्राधारशक्त्या भगवद्धाम प्रकाशते । तद् उक्तं—यत् सात्वताः पुरुषरूपम् उशन्ति सत्त्वं लोको यतः [भा.पु. १२.८.४६] इति । ,क्तत्र चेदम् एव विशुद्धसत्त्वꣳ सन्धिन्यꣳशप्रधानꣳ चेद् आधारशक्तिः । सꣳविदꣳशप्रधानम् आत्मविद्या । ह्लादिनीसाराꣳशप्रधानꣳ गुह्यविद्या । युगपत् शक्तित्रयप्रधानꣳ मूर्तिः । अत्राधारशक्त्या भगवद्धाम प्रकाशते । तद् उक्तꣳ—यत् सात्वताः पुरुषरूपम् उशन्ति सत्त्वꣳ लोको यतः [भा.पु. १२.८.४६] इति । 
2429,tathā jñāna-tat-pravartaka-lakṣaṇa-vṛtti-dvayakayātma-vidyayā tad-vṛtti-rūpam upāsakāśrayaṁ jñānaṁ prakāśate | evaṁ bhakti-tat-pravartaka-lakṣaṇa-vṛtti-dvayakayā guhya-vidyayā tad-vṛtti-rūpā prīty-ātmikā bhaktiḥ prakāśate | ,तथा ज्ञानतत्प्रवर्तकलक्षणवृत्तिद्वयकयात्मविद्यया तद्वृत्तिरूपम् उपासकाश्रयं ज्ञानं प्रकाशते । एवं भक्तितत्प्रवर्तकलक्षणवृत्तिद्वयकया गुह्यविद्यया तद्वृत्तिरूपा प्रीत्यात्मिका भक्तिः प्रकाशते । ,तथा ज्ञानतत्प्रवर्तकलक्षणवृत्तिद्वयकयात्मविद्यया तद्वृत्तिरूपम् उपासकाश्रयꣳ ज्ञानꣳ प्रकाशते । एवꣳ भक्तितत्प्रवर्तकलक्षणवृत्तिद्वयकया गुह्यविद्यया तद्वृत्तिरूपा प्रीत्यात्मिका भक्तिः प्रकाशते । 
2433,ātma-vidyā ca devi tvaṁ,आत्मविद्या च देवि त्वं,आत्मविद्या च देवि त्वꣳ
2435,yajña-vidyā karma | mahā-vidyā aṣṭāṅga-yogaḥ | guhya-vidyā bhaktiḥ | ātma-vidyā jñānam | tat-tat-sarvāśrayatvāt tvam eva tat-tad-rūpā vividhānāṁ muktīnām anyeṣāṁ ca vividhānāṁ phalānāṁ dātrī bhavasīty arthaḥ |k,यज्ञविद्या कर्म । महाविद्या अष्टाङ्गयोगः । गुह्यविद्या भक्तिः । आत्मविद्या ज्ञानम् । तत्तत्सर्वाश्रयत्वात् त्वम् एव तत्तद्रूपा विविधानां मुक्तीनाम् अन्येषां च विविधानां फलानां दात्री भवसीत्य् अर्थः ।क्,यज्ञविद्या कर्म । महाविद्या अष्टाङ्गयोगः । गुह्यविद्या भक्तिः । आत्मविद्या ज्ञानम् । तत्तत्सर्वाश्रयत्वात् त्वम् एव तत्तद्रूपा विविधानाꣳ मुक्तीनाम् अन्येषाꣳ च विविधानाꣳ फलानाꣳ दात्री भवसीत्य् अर्थः ।क्
2436,atha mūrtyā para-tattvātmakaḥ śrī-vigrahaḥ prakāśate | iyam eva vasudevākhyā | tad uktaṁ caturthasya tṛtīye mahādevena—,अथ मूर्त्या परतत्त्वात्मकः श्रीविग्रहः प्रकाशते । इयम् एव वसुदेवाख्या । तद् उक्तं चतुर्थस्य तृतीये महादेवेन—,अथ मूर्त्या परतत्त्वात्मकः श्रीविग्रहः प्रकाशते । इयम् एव वसुदेवाख्या । तद् उक्तꣳ चतुर्थस्य तृतीये महादेवेन—
2437,sattvaṁ viśuddhaṁ vasudeva-śabditaṁ,सत्त्वं विशुद्धं वसुदेवशब्दितं,सत्त्वꣳ विशुद्धꣳ वसुदेवशब्दितꣳ
2441,"asyārthaḥ—viśuddhaṁ svarūpa-śakti-vṛttitvāj jāḍyāṁśenāpi rahitam iti viśeṣeṇa śuddhaṁ, tad eva vasudeva-śabdenoktam | kutas tasya sattvatā vasudevatā vā ? tatrāha—yad yasmāt tatra tasmin pumān vāsudeva īyate prakāśate | ādye tāvad agocara-gocaratā-hetutvena loka-prasiddha-sattva-sāmyāt sattvatā vyaktā | ","अस्यार्थः—विशुद्धं स्वरूपशक्तिवृत्तित्वाज् जाड्यांशेनापि रहितम् इति विशेषेण शुद्धं, तद् एव वसुदेवशब्देनोक्तम् । कुतस् तस्य सत्त्वता वसुदेवता वा ? तत्राह—यद् यस्मात् तत्र तस्मिन् पुमान् वासुदेव ईयते प्रकाशते । आद्ये तावद् अगोचरगोचरताहेतुत्वेन लोकप्रसिद्धसत्त्वसाम्यात् सत्त्वता व्यक्ता । ","अस्यार्थः—विशुद्धꣳ स्वरूपशक्तिवृत्तित्वाज् जाड्याꣳशेनापि रहितम् इति विशेषेण शुद्धꣳ, तद् एव वसुदेवशब्देनोक्तम् । कुतस् तस्य सत्त्वता वसुदेवता वा ? तत्राह—यद् यस्मात् तत्र तस्मिन् पुमान् वासुदेव ईयते प्रकाशते । आद्ये तावद् अगोचरगोचरताहेतुत्वेन लोकप्रसिद्धसत्त्वसाम्यात् सत्त्वता व्यक्ता । "
2442,dvitīye tv ayaṁ arthaḥ—vasudeve bhavati pratīyata iti vāsudevaḥ parameśvaraḥ prasiddhaḥ | sa ca viśuddha-sattvaṁ pratīyate | ataḥ pratyayārthena prasiddhena prakṛty-artho nirdhāryate | tataś ca vāsayati devam iti vyutpattyā va vasaty asminn iti vā vasuḥ | tathā dīvyati dyotata iti devaḥ | sa cāsau sa ceti vāsudevaḥ | dharma iṣṭaṁ dhanaṁ nṝṇāṁ [bhā.pu. 11.19.39] iti svayaṁ bhagavad-ukte vasubhir bhagavad-dharma-lakṣaṇaiḥ puṇyaiḥ prakāśata iti vā vasudevaḥ | tasmād vasudeva-śabditaṁ viśuddha-sattvam | ,द्वितीये त्व् अयं अर्थः—वसुदेवे भवति प्रतीयत इति वासुदेवः परमेश्वरः प्रसिद्धः । स च विशुद्धसत्त्वं प्रतीयते । अतः प्रत्ययार्थेन प्रसिद्धेन प्रकृत्यर्थो निर्धार्यते । ततश् च वासयति देवम् इति व्युत्पत्त्या व वसत्य् अस्मिन्न् इति वा वसुः । तथा दीव्यति द्योतत इति देवः । स चासौ स चेति वासुदेवः । धर्म इष्टं धनं नॄणां [भा.पु. ११.१९.३९] इति स्वयं भगवदुक्ते वसुभिर् भगवद्धर्मलक्षणैः पुण्यैः प्रकाशत इति वा वसुदेवः । तस्माद् वसुदेवशब्दितं विशुद्धसत्त्वम् । ,द्वितीये त्व् अयꣳ अर्थः—वसुदेवे भवति प्रतीयत इति वासुदेवः परमेश्वरः प्रसिद्धः । स च विशुद्धसत्त्वꣳ प्रतीयते । अतः प्रत्ययार्थेन प्रसिद्धेन प्रकृत्यर्थो निर्धार्यते । ततश् च वासयति देवम् इति व्युत्पत्त्या व वसत्य् अस्मिन्न् इति वा वसुः । तथा दीव्यति द्योतत इति देवः । स चासौ स चेति वासुदेवः । धर्म इष्टꣳ धनꣳ नॄणाꣳ [भा.पु. ११.१९.३९] इति स्वयꣳ भगवदुक्ते वसुभिर् भगवद्धर्मलक्षणैः पुण्यैः प्रकाशत इति वा वसुदेवः । तस्माद् वसुदेवशब्दितꣳ विशुद्धसत्त्वम् । 
2443,itthaṁ svayaṁ prakāśa-jyotir-eka-vigraha-bhagavaj-jñāna-hetutvena—,इत्थं स्वयं प्रकाशज्योतिरेकविग्रहभगवज्ज्ञानहेतुत्वेन—,इत्थꣳ स्वयꣳ प्रकाशज्योतिरेकविग्रहभगवज्ज्ञानहेतुत्वेन—
2444,kaivalyaṁ sāttvikaṁ jñānaṁ ,कैवल्यं सात्त्विकं ज्ञानं ,कैवल्यꣳ सात्त्विकꣳ ज्ञानꣳ 
2445,rajo vaikalpikaṁ tu yat | ,रजो वैकल्पिकं तु यत् । ,रजो वैकल्पिकꣳ तु यत् । 
2446,prākṛtaṁ tāmasaṁ jñānaṁ,प्राकृतं तामसं ज्ञानं,प्राकृतꣳ तामसꣳ ज्ञानꣳ
2447,man-niṣṭham nirguṇaṁ smṛtam || [bhā.pu. 11.25.24] ity ādau |,मन्निष्ठम् निर्गुणं स्मृतम् ॥ [भा.पु. ११.२५.२४] इत्य् आदौ ।,मन्निष्ठम् निर्गुणꣳ स्मृतम् ॥ [भा.पु. ११.२५.२४] इत्य् आदौ ।
2448,"bahutra guṇātītāvasthāyām eva bhagavaj-jñāna-śravaṇena na ca siddham | atra viśuddha-padāvagataṁ svarūpa-śakti-vṛtti-bhūta-svaprakāśatā-lakṣaṇatvaṁ tasya vyaktam | tataś ca sattve pratīyata ity atra karaṇa evādhikaraṇa-vivakṣā | svarūpa-śakti-vṛttitvam eva viśadayati | apāvṛta āvaraṇa-śūnyaḥ san prakāśate | prākṛtaṁ sattvaṁ cet, tarhi tatra pratiphalanam evāvasīyate | tataś ca darpaṇe mukhasyeva tad-antargatatayā tasya tatrāvṛtatvenaiva prakāśaḥ syād iti bhāvaḥ | ","बहुत्र गुणातीतावस्थायाम् एव भगवज्ज्ञानश्रवणेन न च सिद्धम् । अत्र विशुद्धपदावगतं स्वरूपशक्तिवृत्तिभूतस्वप्रकाशतालक्षणत्वं तस्य व्यक्तम् । ततश् च सत्त्वे प्रतीयत इत्य् अत्र करण एवाधिकरणविवक्षा । स्वरूपशक्तिवृत्तित्वम् एव विशदयति । अपावृत आवरणशून्यः सन् प्रकाशते । प्राकृतं सत्त्वं चेत्, तर्हि तत्र प्रतिफलनम् एवावसीयते । ततश् च दर्पणे मुखस्येव तदन्तर्गततया तस्य तत्रावृतत्वेनैव प्रकाशः स्याद् इति भावः । ","बहुत्र गुणातीतावस्थायाम् एव भगवज्ज्ञानश्रवणेन न च सिद्धम् । अत्र विशुद्धपदावगतꣳ स्वरूपशक्तिवृत्तिभूतस्वप्रकाशतालक्षणत्वꣳ तस्य व्यक्तम् । ततश् च सत्त्वे प्रतीयत इत्य् अत्र करण एवाधिकरणविवक्षा । स्वरूपशक्तिवृत्तित्वम् एव विशदयति । अपावृत आवरणशून्यः सन् प्रकाशते । प्राकृतꣳ सत्त्वꣳ चेत्, तर्हि तत्र प्रतिफलनम् एवावसीयते । ततश् च दर्पणे मुखस्येव तदन्तर्गततया तस्य तत्रावृतत्वेनैव प्रकाशः स्याद् इति भावः । "
2449,phalitārtham āha—evambhūte sattve tasmin nityam eva prakāśamāno bhagavān me mayā manasā viśeṣeṇa dhīyate cintyata ity arthaḥ | tat sattvaṁ tādātmyāpannenaiva manasā cintayituṁ śakyate iti paryavasitam | ,फलितार्थम् आह—एवम्भूते सत्त्वे तस्मिन् नित्यम् एव प्रकाशमानो भगवान् मे मया मनसा विशेषेण धीयते चिन्त्यत इत्य् अर्थः । तत् सत्त्वं तादात्म्यापन्नेनैव मनसा चिन्तयितुं शक्यते इति पर्यवसितम् । ,फलितार्थम् आह—एवम्भूते सत्त्वे तस्मिन् नित्यम् एव प्रकाशमानो भगवान् मे मया मनसा विशेषेण धीयते चिन्त्यत इत्य् अर्थः । तत् सत्त्वꣳ तादात्म्यापन्नेनैव मनसा चिन्तयितुꣳ शक्यते इति पर्यवसितम् । 
2450,"nanu kevalena manasaiva cintyatāṁ, kiṁ tena sattvena ? tatrāha—hi yasmād adhokṣajaḥ adhaḥ-kṛtam atikrāntam akṣajam indriya-jñānaṁ yena saḥ | ","ननु केवलेन मनसैव चिन्त्यतां, किं तेन सत्त्वेन ? तत्राह—हि यस्माद् अधोक्षजः अधःकृतम् अतिक्रान्तम् अक्षजम् इन्द्रियज्ञानं येन सः । ","ननु केवलेन मनसैव चिन्त्यताꣳ, किꣳ तेन सत्त्वेन ? तत्राह—हि यस्माद् अधोक्षजः अधःकृतम् अतिक्रान्तम् अक्षजम् इन्द्रियज्ञानꣳ येन सः । "
2452,"tathā yato bhagavad-vigraha-prakāśaka-viśuddha-sattvasya mūrtitvaṁ vasudevatvaṁ ca, tata eva tat-prādurbhāva-viśeṣe dharma-patnyā mūrtitvaṁ prasiddham | ","तथा यतो भगवद्विग्रहप्रकाशकविशुद्धसत्त्वस्य मूर्तित्वं वसुदेवत्वं च, तत एव तत्प्रादुर्भावविशेषे धर्मपत्न्या मूर्तित्वं प्रसिद्धम् । ","तथा यतो भगवद्विग्रहप्रकाशकविशुद्धसत्त्वस्य मूर्तित्वꣳ वसुदेवत्वꣳ च, तत एव तत्प्रादुर्भावविशेषे धर्मपत्न्या मूर्तित्वꣳ प्रसिद्धम् । "
2453,śrīmad-ānakadundubhau ca vasudevatvam iti vivecanīyam | atra śraddhā-puṣṭy-ādi-lakṣaṇa-prādurbhūtaṁ bhagavac-chakty-aṁśa-rūpasya bhaginītayā pāṭha-sāhacaryeṇa mūrtes tasyās tac-chakty-aṁśa-prādurbhāvatvam upalabhyate | turye dharma-kalā-sarge nara-nārāyaṇāv ṛṣī [bhā.pu. 1.3.9] ity atra kalā-śabdena ca śaktir evābhidhīyate | tataḥ śakti-lakṣaṇāyāṁ tasyāṁ ca nara-nārāyaṇākhya-bhagavat-prakāśa-phala-darśanāt vasudevākhya-śuddha-sattva-rūpatvam evāvasīyate | ,श्रीमदानकदुन्दुभौ च वसुदेवत्वम् इति विवेचनीयम् । अत्र श्रद्धापुष्ट्यादिलक्षणप्रादुर्भूतं भगवच्छक्त्यंशरूपस्य भगिनीतया पाठसाहचर्येण मूर्तेस् तस्यास् तच्छक्त्यंशप्रादुर्भावत्वम् उपलभ्यते । तुर्ये धर्मकलासर्गे नरनारायणाव् ऋषी [भा.पु. १.३.९] इत्य् अत्र कलाशब्देन च शक्तिर् एवाभिधीयते । ततः शक्तिलक्षणायां तस्यां च नरनारायणाख्यभगवत्प्रकाशफलदर्शनात् वसुदेवाख्यशुद्धसत्त्वरूपत्वम् एवावसीयते । ,श्रीमदानकदुन्दुभौ च वसुदेवत्वम् इति विवेचनीयम् । अत्र श्रद्धापुष्ट्यादिलक्षणप्रादुर्भूतꣳ भगवच्छक्त्यꣳशरूपस्य भगिनीतया पाठसाहचर्येण मूर्तेस् तस्यास् तच्छक्त्यꣳशप्रादुर्भावत्वम् उपलभ्यते । तुर्ये धर्मकलासर्गे नरनारायणाव् ऋषी [भा.पु. १.३.९] इत्य् अत्र कलाशब्देन च शक्तिर् एवाभिधीयते । ततः शक्तिलक्षणायाꣳ तस्याꣳ च नरनारायणाख्यभगवत्प्रकाशफलदर्शनात् वसुदेवाख्यशुद्धसत्त्वरूपत्वम् एवावसीयते । 
2454,"tad evam eva tasyā mūrtir ity ākhyā’py uktā | tathā ca śraddhādyā viśadārthatayā vimucya saiva niruktā caturthe—mūrtiḥ sarva-guṇotpattir nara-nārāyaṇāv ṛṣī [bhā.pu. 4.1.52] iti | sarva-guṇasya bhagavata utpattiḥ prakāśo yasyāḥ, sā tāv asūteti pūrveṇānvayaḥ | bhagavad-ākhyāyāḥ sac-cid-ānanda-mūrteḥ prakāśa-hetutvāt mūrtir ity arthaḥ | tathaiva tat-prakāśa-phalatva-darśanena ca nāmaikyena ca śrīmad-ānakadundubher api śuddha-sattvāvirbhāvatvaṁ jñeyam | tac coktaṁ navame—","तद् एवम् एव तस्या मूर्तिर् इत्य् आख्याऽप्य् उक्ता । तथा च श्रद्धाद्या विशदार्थतया विमुच्य सैव निरुक्ता चतुर्थे—मूर्तिः सर्वगुणोत्पत्तिर् नरनारायणाव् ऋषी [भा.पु. ४.१.५२] इति । सर्वगुणस्य भगवत उत्पत्तिः प्रकाशो यस्याः, सा ताव् असूतेति पूर्वेणान्वयः । भगवदाख्यायाः सच्चिदानन्दमूर्तेः प्रकाशहेतुत्वात् मूर्तिर् इत्य् अर्थः । तथैव तत्प्रकाशफलत्वदर्शनेन च नामैक्येन च श्रीमदानकदुन्दुभेर् अपि शुद्धसत्त्वाविर्भावत्वं ज्ञेयम् । तच् चोक्तं नवमे—","तद् एवम् एव तस्या मूर्तिर् इत्य् आख्याऽप्य् उक्ता । तथा च श्रद्धाद्या विशदार्थतया विमुच्य सैव निरुक्ता चतुर्थे—मूर्तिः सर्वगुणोत्पत्तिर् नरनारायणाव् ऋषी [भा.पु. ४.१.५२] इति । सर्वगुणस्य भगवत उत्पत्तिः प्रकाशो यस्याः, सा ताव् असूतेति पूर्वेणान्वयः । भगवदाख्यायाः सच्चिदानन्दमूर्तेः प्रकाशहेतुत्वात् मूर्तिर् इत्य् अर्थः । तथैव तत्प्रकाशफलत्वदर्शनेन च नामैक्येन च श्रीमदानकदुन्दुभेर् अपि शुद्धसत्त्वाविर्भावत्वꣳ ज्ञेयम् । तच् चोक्तꣳ नवमे—"
2455,vasudevaṁ hareḥ sthānaṁ,वसुदेवं हरेः स्थानं,वसुदेवꣳ हरेः स्थानꣳ
2457,"anyathā hareḥ sthānam iti viśeṣaṇasyākiñcitkaratvaṁ syād iti | tad evaṁ hlādiny-ādy-ekatamāṁśa-viśeṣa-pradhānena viśuddha-sattvena yathāyathaṁ śrī-prabhṛtīnām api prādurbhāvo vivektavyaḥ | tatra ca tāsāṁ bhagavati sampad-rūpatvaṁ tad-anugrāhye sampat-sampādaka-rūpatvaṁ sampad-aṁśa-rūpatvaṁ cety-ādi-trirūpatvaṁ jñeyam | tatra tāsāṁ kevala-śakti-mātratvenāmūrtānāṁ bhagavad-vigrahādyaikātmyena sthitiḥ, tad-adhiṣṭhātrī-rūpatvena mūrtīnāṁ tu tat-tad-āvaraṇatayeti dvirūpatvam api jñeyam iti dik ||","अन्यथा हरेः स्थानम् इति विशेषणस्याकिञ्चित्करत्वं स्याद् इति । तद् एवं ह्लादिन्याद्येकतमांशविशेषप्रधानेन विशुद्धसत्त्वेन यथायथं श्रीप्रभृतीनाम् अपि प्रादुर्भावो विवेक्तव्यः । तत्र च तासां भगवति सम्पद्रूपत्वं तदनुग्राह्ये सम्पत्सम्पादकरूपत्वं सम्पदंशरूपत्वं चेत्यादित्रिरूपत्वं ज्ञेयम् । तत्र तासां केवलशक्तिमात्रत्वेनामूर्तानां भगवद्विग्रहाद्यैकात्म्येन स्थितिः, तदधिष्ठात्रीरूपत्वेन मूर्तीनां तु तत्तदावरणतयेति द्विरूपत्वम् अपि ज्ञेयम् इति दिक् ॥","अन्यथा हरेः स्थानम् इति विशेषणस्याकिञ्चित्करत्वꣳ स्याद् इति । तद् एवꣳ ह्लादिन्याद्येकतमाꣳशविशेषप्रधानेन विशुद्धसत्त्वेन यथायथꣳ श्रीप्रभृतीनाम् अपि प्रादुर्भावो विवेक्तव्यः । तत्र च तासाꣳ भगवति सम्पद्रूपत्वꣳ तदनुग्राह्ये सम्पत्सम्पादकरूपत्वꣳ सम्पदꣳशरूपत्वꣳ चेत्यादित्रिरूपत्वꣳ ज्ञेयम् । तत्र तासाꣳ केवलशक्तिमात्रत्वेनामूर्तानाꣳ भगवद्विग्रहाद्यैकात्म्येन स्थितिः, तदधिष्ठात्रीरूपत्वेन मूर्तीनाꣳ तु तत्तदावरणतयेति द्विरूपत्वम् अपि ज्ञेयम् इति दिक् ॥"
2459,lathaivaṁ bhūtānanta-vṛttikā yā svarūpa-śaktiḥ sā tv iha bhagavad-dhāmāṁśa-vartinī mūrtimatī lakṣmīr evety āha—,लथैवं भूतानन्तवृत्तिका या स्वरूपशक्तिः सा त्व् इह भगवद्धामांशवर्तिनी मूर्तिमती लक्ष्मीर् एवेत्य् आह—,लथैवꣳ भूतानन्तवृत्तिका या स्वरूपशक्तिः सा त्व् इह भगवद्धामाꣳशवर्तिनी मूर्तिमती लक्ष्मीर् एवेत्य् आह—
2463,"atra sākṣāc-chabdena vilajjamānayā yasya sthātum īkṣā-pathe’muyā [bhā.pu. 2.5.13] ity-ādy uktā māyā neti dhvanitam | tatrānapāyitvaṁ, yathā śrī-hāyaśīrṣa-pañcarātre—","अत्र साक्षाच्छब्देन विलज्जमानया यस्य स्थातुम् ईक्षापथेऽमुया [भा.पु. २.५.१३] इत्याद्य् उक्ता माया नेति ध्वनितम् । तत्रानपायित्वं, यथा श्रीहायशीर्षपञ्चरात्रे—","अत्र साक्षाच्छब्देन विलज्जमानया यस्य स्थातुम् ईक्षापथेऽमुया [भा.पु. २.५.१३] इत्याद्य् उक्ता माया नेति ध्वनितम् । तत्रानपायित्वꣳ, यथा श्रीहायशीर्षपञ्चरात्रे—"
2466,na viṣṇunā vinā devī na hariḥ padmajāṁ vinā || iti |,न विष्णुना विना देवी न हरिः पद्मजां विना ॥ इति ।,न विष्णुना विना देवी न हरिः पद्मजाꣳ विना ॥ इति ।
2469,yathā sarva-gato viṣṇus tathaiveyaṁ dvijottama || [vi.pu. 1.8.17]k iti |,यथा सर्वगतो विष्णुस् तथैवेयं द्विजोत्तम ॥ [वि.पु. १.८.१७]क् इति ।,यथा सर्वगतो विष्णुस् तथैवेयꣳ द्विजोत्तम ॥ [वि.पु. १.८.१७]क् इति ।
2471,evaṁ yathā jagat-svāmī deva-devo janārdanaḥ |,एवं यथा जगत्स्वामी देवदेवो जनार्दनः ।,एवꣳ यथा जगत्स्वामी देवदेवो जनार्दनः ।
